"region","typ av specialbostad","bostadsarea","år","Antal"
"Tierp","övrig specialbostad","> 60 kvm","2020",6
"Tierp","övrig specialbostad","> 60 kvm","2021",6
"Tierp","övrig specialbostad","> 60 kvm","2022",6
"Tierp","övrig specialbostad","> 60 kvm","2023",6
"Tierp","övrig specialbostad","> 60 kvm","2024",6
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",17
"Uppsala","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",17
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",58
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",58
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",58
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",58
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",58
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",57
"Uppsala","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",57
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",429
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",427
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",429
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",502
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",505
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",505
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",505
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",511
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",511
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",510
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",581
"Uppsala","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",588
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",1043
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",1030
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",1015
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",1087
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",1292
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",1349
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",1356
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",1359
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",1560
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",1562
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",1576
"Uppsala","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",1661
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",387
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",378
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",394
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",394
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",430
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",433
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",435
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",439
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",439
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",427
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",433
"Uppsala","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",426
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",349
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",348
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",328
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",278
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",285
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",283
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",256
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",257
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",257
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",224
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",226
"Uppsala","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",216
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",314
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",313
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",313
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",311
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",341
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",341
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",338
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",338
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",338
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",336
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",336
"Uppsala","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",335
"Uppsala","studentbostad","< 11 kvm","2013",23
"Uppsala","studentbostad","< 11 kvm","2014",36
"Uppsala","studentbostad","< 11 kvm","2015",36
"Uppsala","studentbostad","< 11 kvm","2016",36
"Uppsala","studentbostad","< 11 kvm","2017",36
"Uppsala","studentbostad","< 11 kvm","2018",36
"Uppsala","studentbostad","< 11 kvm","2019",36
"Uppsala","studentbostad","< 11 kvm","2020",51
"Uppsala","studentbostad","< 11 kvm","2021",38
"Uppsala","studentbostad","< 11 kvm","2022",38
"Uppsala","studentbostad","< 11 kvm","2023",38
"Uppsala","studentbostad","< 11 kvm","2024",223
"Uppsala","studentbostad","11-20 kvm","2013",6086
"Uppsala","studentbostad","11-20 kvm","2014",6153
"Uppsala","studentbostad","11-20 kvm","2015",6154
"Uppsala","studentbostad","11-20 kvm","2016",6212
"Uppsala","studentbostad","11-20 kvm","2017",6216
"Uppsala","studentbostad","11-20 kvm","2018",6120
"Uppsala","studentbostad","11-20 kvm","2019",6122
"Uppsala","studentbostad","11-20 kvm","2020",6203
"Uppsala","studentbostad","11-20 kvm","2021",6259
"Uppsala","studentbostad","11-20 kvm","2022",6249
"Uppsala","studentbostad","11-20 kvm","2023",6390
"Uppsala","studentbostad","11-20 kvm","2024",6609
"Uppsala","studentbostad","21-30 kvm","2013",1159
"Uppsala","studentbostad","21-30 kvm","2014",1412
"Uppsala","studentbostad","21-30 kvm","2015",1413
"Uppsala","studentbostad","21-30 kvm","2016",1416
"Uppsala","studentbostad","21-30 kvm","2017",1427
"Uppsala","studentbostad","21-30 kvm","2018",1459
"Uppsala","studentbostad","21-30 kvm","2019",1722
"Uppsala","studentbostad","21-30 kvm","2020",1796
"Uppsala","studentbostad","21-30 kvm","2021",2304
"Uppsala","studentbostad","21-30 kvm","2022",2340
"Uppsala","studentbostad","21-30 kvm","2023",2342
"Uppsala","studentbostad","21-30 kvm","2024",2436
"Uppsala","studentbostad","31-40 kvm","2013",501
"Uppsala","studentbostad","31-40 kvm","2014",637
"Uppsala","studentbostad","31-40 kvm","2015",747
"Uppsala","studentbostad","31-40 kvm","2016",749
"Uppsala","studentbostad","31-40 kvm","2017",754
"Uppsala","studentbostad","31-40 kvm","2018",752
"Uppsala","studentbostad","31-40 kvm","2019",755
"Uppsala","studentbostad","31-40 kvm","2020",779
"Uppsala","studentbostad","31-40 kvm","2021",913
"Uppsala","studentbostad","31-40 kvm","2022",968
"Uppsala","studentbostad","31-40 kvm","2023",977
"Uppsala","studentbostad","31-40 kvm","2024",987
"Uppsala","studentbostad","41-50 kvm","2013",432
"Uppsala","studentbostad","41-50 kvm","2014",488
"Uppsala","studentbostad","41-50 kvm","2015",494
"Uppsala","studentbostad","41-50 kvm","2016",494
"Uppsala","studentbostad","41-50 kvm","2017",494
"Uppsala","studentbostad","41-50 kvm","2018",493
"Uppsala","studentbostad","41-50 kvm","2019",493
"Uppsala","studentbostad","41-50 kvm","2020",505
"Uppsala","studentbostad","41-50 kvm","2021",530
"Uppsala","studentbostad","41-50 kvm","2022",561
"Uppsala","studentbostad","41-50 kvm","2023",561
"Uppsala","studentbostad","41-50 kvm","2024",587
"Uppsala","studentbostad","51-60 kvm","2013",1179
"Uppsala","studentbostad","51-60 kvm","2014",1197
"Uppsala","studentbostad","51-60 kvm","2015",1215
"Uppsala","studentbostad","51-60 kvm","2016",1215
"Uppsala","studentbostad","51-60 kvm","2017",1215
"Uppsala","studentbostad","51-60 kvm","2018",1215
"Uppsala","studentbostad","51-60 kvm","2019",1215
"Uppsala","studentbostad","51-60 kvm","2020",1243
"Uppsala","studentbostad","51-60 kvm","2021",1253
"Uppsala","studentbostad","51-60 kvm","2022",1415
"Uppsala","studentbostad","51-60 kvm","2023",1414
"Uppsala","studentbostad","51-60 kvm","2024",1393
"Uppsala","studentbostad","> 60 kvm","2013",1108
"Uppsala","studentbostad","> 60 kvm","2014",1108
"Uppsala","studentbostad","> 60 kvm","2015",1118
"Uppsala","studentbostad","> 60 kvm","2016",1119
"Uppsala","studentbostad","> 60 kvm","2017",1119
"Uppsala","studentbostad","> 60 kvm","2018",1119
"Uppsala","studentbostad","> 60 kvm","2019",1120
"Uppsala","studentbostad","> 60 kvm","2020",1138
"Uppsala","studentbostad","> 60 kvm","2021",1136
"Uppsala","studentbostad","> 60 kvm","2022",1427
"Uppsala","studentbostad","> 60 kvm","2023",1420
"Uppsala","studentbostad","> 60 kvm","2024",1409
"Uppsala","övrig specialbostad","< 11 kvm","2013",13
"Uppsala","övrig specialbostad","< 11 kvm","2014",7
"Uppsala","övrig specialbostad","< 11 kvm","2015",6
"Uppsala","övrig specialbostad","< 11 kvm","2016",6
"Uppsala","övrig specialbostad","< 11 kvm","2017",6
"Uppsala","övrig specialbostad","< 11 kvm","2018",6
"Uppsala","övrig specialbostad","< 11 kvm","2019",6
"Uppsala","övrig specialbostad","< 11 kvm","2020",6
"Uppsala","övrig specialbostad","< 11 kvm","2021",6
"Uppsala","övrig specialbostad","< 11 kvm","2022",6
"Uppsala","övrig specialbostad","< 11 kvm","2023",6
"Uppsala","övrig specialbostad","< 11 kvm","2024",6
"Uppsala","övrig specialbostad","11-20 kvm","2013",190
"Uppsala","övrig specialbostad","11-20 kvm","2014",176
"Uppsala","övrig specialbostad","11-20 kvm","2015",161
"Uppsala","övrig specialbostad","11-20 kvm","2016",222
"Uppsala","övrig specialbostad","11-20 kvm","2017",222
"Uppsala","övrig specialbostad","11-20 kvm","2018",222
"Uppsala","övrig specialbostad","11-20 kvm","2019",226
"Uppsala","övrig specialbostad","11-20 kvm","2020",226
"Uppsala","övrig specialbostad","11-20 kvm","2021",226
"Uppsala","övrig specialbostad","11-20 kvm","2022",231
"Uppsala","övrig specialbostad","11-20 kvm","2023",231
"Uppsala","övrig specialbostad","11-20 kvm","2024",252
"Uppsala","övrig specialbostad","21-30 kvm","2013",91
"Uppsala","övrig specialbostad","21-30 kvm","2014",91
"Uppsala","övrig specialbostad","21-30 kvm","2015",86
"Uppsala","övrig specialbostad","21-30 kvm","2016",89
"Uppsala","övrig specialbostad","21-30 kvm","2017",105
"Uppsala","övrig specialbostad","21-30 kvm","2018",101
"Uppsala","övrig specialbostad","21-30 kvm","2019",98
"Uppsala","övrig specialbostad","21-30 kvm","2020",98
"Uppsala","övrig specialbostad","21-30 kvm","2021",98
"Uppsala","övrig specialbostad","21-30 kvm","2022",107
"Uppsala","övrig specialbostad","21-30 kvm","2023",107
"Uppsala","övrig specialbostad","21-30 kvm","2024",109
"Uppsala","övrig specialbostad","31-40 kvm","2013",78
"Uppsala","övrig specialbostad","31-40 kvm","2014",89
"Uppsala","övrig specialbostad","31-40 kvm","2015",92
"Uppsala","övrig specialbostad","31-40 kvm","2016",104
"Uppsala","övrig specialbostad","31-40 kvm","2017",119
"Uppsala","övrig specialbostad","31-40 kvm","2018",94
"Uppsala","övrig specialbostad","31-40 kvm","2019",95
"Uppsala","övrig specialbostad","31-40 kvm","2020",103
"Uppsala","övrig specialbostad","31-40 kvm","2021",110
"Uppsala","övrig specialbostad","31-40 kvm","2022",118
"Uppsala","övrig specialbostad","31-40 kvm","2023",117
"Uppsala","övrig specialbostad","31-40 kvm","2024",117
"Uppsala","övrig specialbostad","41-50 kvm","2013",104
"Uppsala","övrig specialbostad","41-50 kvm","2014",105
"Uppsala","övrig specialbostad","41-50 kvm","2015",107
"Uppsala","övrig specialbostad","41-50 kvm","2016",109
"Uppsala","övrig specialbostad","41-50 kvm","2017",109
"Uppsala","övrig specialbostad","41-50 kvm","2018",106
"Uppsala","övrig specialbostad","41-50 kvm","2019",107
"Uppsala","övrig specialbostad","41-50 kvm","2020",111
"Uppsala","övrig specialbostad","41-50 kvm","2021",127
"Uppsala","övrig specialbostad","41-50 kvm","2022",127
"Uppsala","övrig specialbostad","41-50 kvm","2023",131
"Uppsala","övrig specialbostad","41-50 kvm","2024",132
"Uppsala","övrig specialbostad","51-60 kvm","2013",28
"Uppsala","övrig specialbostad","51-60 kvm","2014",28
"Uppsala","övrig specialbostad","51-60 kvm","2015",28
"Uppsala","övrig specialbostad","51-60 kvm","2016",28
"Uppsala","övrig specialbostad","51-60 kvm","2017",29
"Uppsala","övrig specialbostad","51-60 kvm","2018",32
"Uppsala","övrig specialbostad","51-60 kvm","2019",34
"Uppsala","övrig specialbostad","51-60 kvm","2020",45
"Uppsala","övrig specialbostad","51-60 kvm","2021",45
"Uppsala","övrig specialbostad","51-60 kvm","2022",45
"Uppsala","övrig specialbostad","51-60 kvm","2023",46
"Uppsala","övrig specialbostad","51-60 kvm","2024",46
"Uppsala","övrig specialbostad","> 60 kvm","2013",25
"Uppsala","övrig specialbostad","> 60 kvm","2014",25
"Uppsala","övrig specialbostad","> 60 kvm","2015",25
"Uppsala","övrig specialbostad","> 60 kvm","2016",25
"Uppsala","övrig specialbostad","> 60 kvm","2017",30
"Uppsala","övrig specialbostad","> 60 kvm","2018",31
"Uppsala","övrig specialbostad","> 60 kvm","2019",33
"Uppsala","övrig specialbostad","> 60 kvm","2020",38
"Uppsala","övrig specialbostad","> 60 kvm","2021",38
"Uppsala","övrig specialbostad","> 60 kvm","2022",37
"Uppsala","övrig specialbostad","> 60 kvm","2023",37
"Uppsala","övrig specialbostad","> 60 kvm","2024",37
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",0
"Enköping","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",0
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",41
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",17
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",5
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",5
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",5
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",5
"Enköping","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",5
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",209
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",218
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",266
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",266
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",266
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",266
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",278
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",284
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",284
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",283
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",283
"Enköping","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",283
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",147
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",147
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",153
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",153
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",153
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",218
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",268
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",268
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",268
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",269
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",271
"Enköping","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",275
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",201
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",201
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",205
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",205
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",205
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",206
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",210
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",218
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",218
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",200
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",204
"Enköping","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",206
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",156
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",164
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",164
"Enköping","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",167
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",216
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",216
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",217
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",217
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",217
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",218
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",218
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",218
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",218
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",226
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",226
"Enköping","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",229
"Enköping","studentbostad","< 11 kvm","2013",0
"Enköping","studentbostad","< 11 kvm","2014",0
"Enköping","studentbostad","< 11 kvm","2015",0
"Enköping","studentbostad","< 11 kvm","2016",0
"Enköping","studentbostad","< 11 kvm","2017",0
"Enköping","studentbostad","< 11 kvm","2018",0
"Enköping","studentbostad","< 11 kvm","2019",0
"Enköping","studentbostad","< 11 kvm","2020",0
"Enköping","studentbostad","< 11 kvm","2021",0
"Enköping","studentbostad","< 11 kvm","2022",0
"Enköping","studentbostad","< 11 kvm","2023",0
"Enköping","studentbostad","< 11 kvm","2024",0
"Enköping","studentbostad","11-20 kvm","2013",3
"Enköping","studentbostad","11-20 kvm","2014",3
"Enköping","studentbostad","11-20 kvm","2015",3
"Enköping","studentbostad","11-20 kvm","2016",3
"Enköping","studentbostad","11-20 kvm","2017",3
"Enköping","studentbostad","11-20 kvm","2018",3
"Enköping","studentbostad","11-20 kvm","2019",3
"Enköping","studentbostad","11-20 kvm","2020",3
"Enköping","studentbostad","11-20 kvm","2021",3
"Enköping","studentbostad","11-20 kvm","2022",3
"Enköping","studentbostad","11-20 kvm","2023",3
"Enköping","studentbostad","11-20 kvm","2024",3
"Enköping","studentbostad","21-30 kvm","2013",1
"Enköping","studentbostad","21-30 kvm","2014",1
"Enköping","studentbostad","21-30 kvm","2015",1
"Enköping","studentbostad","21-30 kvm","2016",1
"Enköping","studentbostad","21-30 kvm","2017",1
"Enköping","studentbostad","21-30 kvm","2018",1
"Enköping","studentbostad","21-30 kvm","2019",1
"Enköping","studentbostad","21-30 kvm","2020",1
"Enköping","studentbostad","21-30 kvm","2021",1
"Enköping","studentbostad","21-30 kvm","2022",1
"Enköping","studentbostad","21-30 kvm","2023",1
"Enköping","studentbostad","21-30 kvm","2024",1
"Enköping","studentbostad","31-40 kvm","2013",1
"Enköping","studentbostad","31-40 kvm","2014",1
"Enköping","studentbostad","31-40 kvm","2015",1
"Enköping","studentbostad","31-40 kvm","2016",1
"Enköping","studentbostad","31-40 kvm","2017",1
"Enköping","studentbostad","31-40 kvm","2018",1
"Enköping","studentbostad","31-40 kvm","2019",1
"Enköping","studentbostad","31-40 kvm","2020",1
"Enköping","studentbostad","31-40 kvm","2021",1
"Enköping","studentbostad","31-40 kvm","2022",1
"Enköping","studentbostad","31-40 kvm","2023",35
"Enköping","studentbostad","31-40 kvm","2024",35
"Enköping","studentbostad","41-50 kvm","2013",0
"Enköping","studentbostad","41-50 kvm","2014",0
"Enköping","studentbostad","41-50 kvm","2015",0
"Enköping","studentbostad","41-50 kvm","2016",0
"Enköping","studentbostad","41-50 kvm","2017",0
"Enköping","studentbostad","41-50 kvm","2018",0
"Enköping","studentbostad","41-50 kvm","2019",0
"Enköping","studentbostad","41-50 kvm","2020",0
"Enköping","studentbostad","41-50 kvm","2021",0
"Enköping","studentbostad","41-50 kvm","2022",0
"Enköping","studentbostad","41-50 kvm","2023",12
"Enköping","studentbostad","41-50 kvm","2024",12
"Enköping","studentbostad","51-60 kvm","2013",0
"Enköping","studentbostad","51-60 kvm","2014",0
"Enköping","studentbostad","51-60 kvm","2015",0
"Enköping","studentbostad","51-60 kvm","2016",0
"Enköping","studentbostad","51-60 kvm","2017",0
"Enköping","studentbostad","51-60 kvm","2018",0
"Enköping","studentbostad","51-60 kvm","2019",0
"Enköping","studentbostad","51-60 kvm","2020",0
"Enköping","studentbostad","51-60 kvm","2021",0
"Enköping","studentbostad","51-60 kvm","2022",0
"Enköping","studentbostad","51-60 kvm","2023",16
"Enköping","studentbostad","51-60 kvm","2024",16
"Enköping","studentbostad","> 60 kvm","2013",0
"Enköping","studentbostad","> 60 kvm","2014",0
"Enköping","studentbostad","> 60 kvm","2015",0
"Enköping","studentbostad","> 60 kvm","2016",0
"Enköping","studentbostad","> 60 kvm","2017",0
"Enköping","studentbostad","> 60 kvm","2018",0
"Enköping","studentbostad","> 60 kvm","2019",0
"Enköping","studentbostad","> 60 kvm","2020",0
"Enköping","studentbostad","> 60 kvm","2021",0
"Enköping","studentbostad","> 60 kvm","2022",0
"Enköping","studentbostad","> 60 kvm","2023",0
"Enköping","studentbostad","> 60 kvm","2024",0
"Enköping","övrig specialbostad","< 11 kvm","2013",1
"Enköping","övrig specialbostad","< 11 kvm","2014",1
"Enköping","övrig specialbostad","< 11 kvm","2015",1
"Enköping","övrig specialbostad","< 11 kvm","2016",1
"Enköping","övrig specialbostad","< 11 kvm","2017",1
"Enköping","övrig specialbostad","< 11 kvm","2018",1
"Enköping","övrig specialbostad","< 11 kvm","2019",1
"Enköping","övrig specialbostad","< 11 kvm","2020",1
"Enköping","övrig specialbostad","< 11 kvm","2021",1
"Enköping","övrig specialbostad","< 11 kvm","2022",1
"Enköping","övrig specialbostad","< 11 kvm","2023",1
"Enköping","övrig specialbostad","< 11 kvm","2024",1
"Enköping","övrig specialbostad","11-20 kvm","2013",0
"Enköping","övrig specialbostad","11-20 kvm","2014",0
"Enköping","övrig specialbostad","11-20 kvm","2015",10
"Enköping","övrig specialbostad","11-20 kvm","2016",10
"Enköping","övrig specialbostad","11-20 kvm","2017",10
"Enköping","övrig specialbostad","11-20 kvm","2018",10
"Enköping","övrig specialbostad","11-20 kvm","2019",10
"Enköping","övrig specialbostad","11-20 kvm","2020",10
"Enköping","övrig specialbostad","11-20 kvm","2021",10
"Enköping","övrig specialbostad","11-20 kvm","2022",10
"Enköping","övrig specialbostad","11-20 kvm","2023",10
"Enköping","övrig specialbostad","11-20 kvm","2024",10
"Enköping","övrig specialbostad","21-30 kvm","2013",15
"Enköping","övrig specialbostad","21-30 kvm","2014",15
