"region","typ av specialbostad","bostadsarea","år","Antal"
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",0
"Håbo","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",0
"Håbo","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",0
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",20
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",20
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",20
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",20
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",20
"Håbo","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",20
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",38
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",62
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",62
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",122
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",122
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",122
"Håbo","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",122
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",8
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",27
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",27
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",27
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",27
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",27
"Håbo","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",27
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",0
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",14
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",14
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",14
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",14
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",14
"Håbo","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",14
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",0
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",4
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",4
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",4
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",4
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",4
"Håbo","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",4
"Håbo","studentbostad","< 11 kvm","2013",0
"Håbo","studentbostad","< 11 kvm","2014",0
"Håbo","studentbostad","< 11 kvm","2015",0
"Håbo","studentbostad","< 11 kvm","2016",0
"Håbo","studentbostad","< 11 kvm","2017",0
"Håbo","studentbostad","< 11 kvm","2018",0
"Håbo","studentbostad","< 11 kvm","2019",0
"Håbo","studentbostad","< 11 kvm","2020",0
"Håbo","studentbostad","< 11 kvm","2021",0
"Håbo","studentbostad","< 11 kvm","2022",0
"Håbo","studentbostad","< 11 kvm","2023",0
"Håbo","studentbostad","< 11 kvm","2024",0
"Håbo","studentbostad","11-20 kvm","2013",0
"Håbo","studentbostad","11-20 kvm","2014",0
"Håbo","studentbostad","11-20 kvm","2015",0
"Håbo","studentbostad","11-20 kvm","2016",0
"Håbo","studentbostad","11-20 kvm","2017",0
"Håbo","studentbostad","11-20 kvm","2018",0
"Håbo","studentbostad","11-20 kvm","2019",0
"Håbo","studentbostad","11-20 kvm","2020",0
"Håbo","studentbostad","11-20 kvm","2021",0
"Håbo","studentbostad","11-20 kvm","2022",0
"Håbo","studentbostad","11-20 kvm","2023",0
"Håbo","studentbostad","11-20 kvm","2024",0
"Håbo","studentbostad","21-30 kvm","2013",0
"Håbo","studentbostad","21-30 kvm","2014",0
"Håbo","studentbostad","21-30 kvm","2015",0
"Håbo","studentbostad","21-30 kvm","2016",0
"Håbo","studentbostad","21-30 kvm","2017",0
"Håbo","studentbostad","21-30 kvm","2018",0
"Håbo","studentbostad","21-30 kvm","2019",0
"Håbo","studentbostad","21-30 kvm","2020",0
"Håbo","studentbostad","21-30 kvm","2021",0
"Håbo","studentbostad","21-30 kvm","2022",0
"Håbo","studentbostad","21-30 kvm","2023",0
"Håbo","studentbostad","21-30 kvm","2024",0
"Håbo","studentbostad","31-40 kvm","2013",0
"Håbo","studentbostad","31-40 kvm","2014",0
"Håbo","studentbostad","31-40 kvm","2015",0
"Håbo","studentbostad","31-40 kvm","2016",0
"Håbo","studentbostad","31-40 kvm","2017",0
"Håbo","studentbostad","31-40 kvm","2018",0
"Håbo","studentbostad","31-40 kvm","2019",0
"Håbo","studentbostad","31-40 kvm","2020",0
"Håbo","studentbostad","31-40 kvm","2021",0
"Håbo","studentbostad","31-40 kvm","2022",0
"Håbo","studentbostad","31-40 kvm","2023",0
"Håbo","studentbostad","31-40 kvm","2024",0
"Håbo","studentbostad","41-50 kvm","2013",0
"Håbo","studentbostad","41-50 kvm","2014",0
"Håbo","studentbostad","41-50 kvm","2015",0
"Håbo","studentbostad","41-50 kvm","2016",0
"Håbo","studentbostad","41-50 kvm","2017",0
"Håbo","studentbostad","41-50 kvm","2018",0
"Håbo","studentbostad","41-50 kvm","2019",0
"Håbo","studentbostad","41-50 kvm","2020",0
"Håbo","studentbostad","41-50 kvm","2021",0
"Håbo","studentbostad","41-50 kvm","2022",0
"Håbo","studentbostad","41-50 kvm","2023",0
"Håbo","studentbostad","41-50 kvm","2024",0
"Håbo","studentbostad","51-60 kvm","2013",0
"Håbo","studentbostad","51-60 kvm","2014",0
"Håbo","studentbostad","51-60 kvm","2015",0
"Håbo","studentbostad","51-60 kvm","2016",0
"Håbo","studentbostad","51-60 kvm","2017",0
"Håbo","studentbostad","51-60 kvm","2018",0
"Håbo","studentbostad","51-60 kvm","2019",0
"Håbo","studentbostad","51-60 kvm","2020",0
"Håbo","studentbostad","51-60 kvm","2021",0
"Håbo","studentbostad","51-60 kvm","2022",0
"Håbo","studentbostad","51-60 kvm","2023",0
"Håbo","studentbostad","51-60 kvm","2024",0
"Håbo","studentbostad","> 60 kvm","2013",0
"Håbo","studentbostad","> 60 kvm","2014",0
"Håbo","studentbostad","> 60 kvm","2015",0
"Håbo","studentbostad","> 60 kvm","2016",0
"Håbo","studentbostad","> 60 kvm","2017",0
"Håbo","studentbostad","> 60 kvm","2018",0
"Håbo","studentbostad","> 60 kvm","2019",0
"Håbo","studentbostad","> 60 kvm","2020",0
"Håbo","studentbostad","> 60 kvm","2021",0
"Håbo","studentbostad","> 60 kvm","2022",0
"Håbo","studentbostad","> 60 kvm","2023",0
"Håbo","studentbostad","> 60 kvm","2024",0
"Håbo","övrig specialbostad","< 11 kvm","2013",0
"Håbo","övrig specialbostad","< 11 kvm","2014",0
"Håbo","övrig specialbostad","< 11 kvm","2015",0
"Håbo","övrig specialbostad","< 11 kvm","2016",0
"Håbo","övrig specialbostad","< 11 kvm","2017",0
"Håbo","övrig specialbostad","< 11 kvm","2018",0
"Håbo","övrig specialbostad","< 11 kvm","2019",0
"Håbo","övrig specialbostad","< 11 kvm","2020",0
"Håbo","övrig specialbostad","< 11 kvm","2021",0
"Håbo","övrig specialbostad","< 11 kvm","2022",0
"Håbo","övrig specialbostad","< 11 kvm","2023",0
"Håbo","övrig specialbostad","< 11 kvm","2024",0
"Håbo","övrig specialbostad","11-20 kvm","2013",0
"Håbo","övrig specialbostad","11-20 kvm","2014",0
"Håbo","övrig specialbostad","11-20 kvm","2015",0
"Håbo","övrig specialbostad","11-20 kvm","2016",0
"Håbo","övrig specialbostad","11-20 kvm","2017",0
"Håbo","övrig specialbostad","11-20 kvm","2018",0
"Håbo","övrig specialbostad","11-20 kvm","2019",0
"Håbo","övrig specialbostad","11-20 kvm","2020",0
"Håbo","övrig specialbostad","11-20 kvm","2021",0
"Håbo","övrig specialbostad","11-20 kvm","2022",0
"Håbo","övrig specialbostad","11-20 kvm","2023",0
"Håbo","övrig specialbostad","11-20 kvm","2024",0
"Håbo","övrig specialbostad","21-30 kvm","2013",0
"Håbo","övrig specialbostad","21-30 kvm","2014",0
"Håbo","övrig specialbostad","21-30 kvm","2015",0
"Håbo","övrig specialbostad","21-30 kvm","2016",0
"Håbo","övrig specialbostad","21-30 kvm","2017",0
"Håbo","övrig specialbostad","21-30 kvm","2018",0
"Håbo","övrig specialbostad","21-30 kvm","2019",0
"Håbo","övrig specialbostad","21-30 kvm","2020",0
"Håbo","övrig specialbostad","21-30 kvm","2021",0
"Håbo","övrig specialbostad","21-30 kvm","2022",0
"Håbo","övrig specialbostad","21-30 kvm","2023",0
"Håbo","övrig specialbostad","21-30 kvm","2024",0
"Håbo","övrig specialbostad","31-40 kvm","2013",0
"Håbo","övrig specialbostad","31-40 kvm","2014",0
"Håbo","övrig specialbostad","31-40 kvm","2015",0
"Håbo","övrig specialbostad","31-40 kvm","2016",0
"Håbo","övrig specialbostad","31-40 kvm","2017",0
"Håbo","övrig specialbostad","31-40 kvm","2018",0
"Håbo","övrig specialbostad","31-40 kvm","2019",0
"Håbo","övrig specialbostad","31-40 kvm","2020",0
"Håbo","övrig specialbostad","31-40 kvm","2021",0
"Håbo","övrig specialbostad","31-40 kvm","2022",0
"Håbo","övrig specialbostad","31-40 kvm","2023",0
"Håbo","övrig specialbostad","31-40 kvm","2024",0
"Håbo","övrig specialbostad","41-50 kvm","2013",0
"Håbo","övrig specialbostad","41-50 kvm","2014",0
"Håbo","övrig specialbostad","41-50 kvm","2015",0
"Håbo","övrig specialbostad","41-50 kvm","2016",0
"Håbo","övrig specialbostad","41-50 kvm","2017",0
"Håbo","övrig specialbostad","41-50 kvm","2018",0
"Håbo","övrig specialbostad","41-50 kvm","2019",0
"Håbo","övrig specialbostad","41-50 kvm","2020",0
"Håbo","övrig specialbostad","41-50 kvm","2021",0
"Håbo","övrig specialbostad","41-50 kvm","2022",0
"Håbo","övrig specialbostad","41-50 kvm","2023",0
"Håbo","övrig specialbostad","41-50 kvm","2024",0
"Håbo","övrig specialbostad","51-60 kvm","2013",5
"Håbo","övrig specialbostad","51-60 kvm","2014",5
"Håbo","övrig specialbostad","51-60 kvm","2015",5
"Håbo","övrig specialbostad","51-60 kvm","2016",5
"Håbo","övrig specialbostad","51-60 kvm","2017",5
"Håbo","övrig specialbostad","51-60 kvm","2018",5
"Håbo","övrig specialbostad","51-60 kvm","2019",5
"Håbo","övrig specialbostad","51-60 kvm","2020",5
"Håbo","övrig specialbostad","51-60 kvm","2021",5
"Håbo","övrig specialbostad","51-60 kvm","2022",5
"Håbo","övrig specialbostad","51-60 kvm","2023",5
"Håbo","övrig specialbostad","51-60 kvm","2024",5
"Håbo","övrig specialbostad","> 60 kvm","2013",5
"Håbo","övrig specialbostad","> 60 kvm","2014",5
"Håbo","övrig specialbostad","> 60 kvm","2015",5
"Håbo","övrig specialbostad","> 60 kvm","2016",5
"Håbo","övrig specialbostad","> 60 kvm","2017",5
"Håbo","övrig specialbostad","> 60 kvm","2018",5
"Håbo","övrig specialbostad","> 60 kvm","2019",5
"Håbo","övrig specialbostad","> 60 kvm","2020",5
"Håbo","övrig specialbostad","> 60 kvm","2021",5
"Håbo","övrig specialbostad","> 60 kvm","2022",5
"Håbo","övrig specialbostad","> 60 kvm","2023",5
"Håbo","övrig specialbostad","> 60 kvm","2024",5
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",0
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",35
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",35
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",35
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",35
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",34
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",34
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",34
"Älvkarleby","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",34
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",52
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",72
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",72
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",25
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",152
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",150
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",150
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",150
"Älvkarleby","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",150
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",23
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",23
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",23
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",23
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",18
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",10
"Älvkarleby","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",49
